particle,spectra,target_x,target_y,actual_x,actual_y,size_w,size_l,morphology,color,other_observation,notes,row,object_id,library_id,match_val,match_threshold,good_correlations,signal_to_noise,signal_threshold,good_signal,good_matches,x,y,file_name,license.x,col_id,session_id,file_id,sn,organization,spectrum_type,spectrum_identity,librarytype,spectrumid,owner,rruffid,ideal_chemistry,locality,source,status,url,measured_chemistry,instrument_mode,intensity_units,other_info,jcamp-dx,yfactor,deltax,instrument_used,material_color,citation,brand,item,location,width,depth,particle_massmg,tgoc,tmoc,onset,enthalpyj_g,qa_qc,framework,abbreviation,spectral_resolution,instrument_accessories,wavenumber_range,user_name,region,campaign,state,treatment,analysis,exposure_days,polymer_id,file_legacy,locationdescription,country,lat,lon,spec_hash,x_unit,y_unit,product_id,supplier,specifications,pin_id,orientation,replicate,longest_dimension,license.y,samples,lines,bands,header_offset,data_type,interleave,pixel_size,otherinfo,pressure,temperature,material_form,material_producer,number_of_accumulations,time,ratio_against_background,truncated,elementmultiply_or_elementdivide,collection_length,sample_gain,number_of_background_scans,background_gain,sample_spacing,resolution_points,number_of_fft_points,apodization,bench_serial_number,subtraction_or_addition,baseline_correction,perctransmittance_absorbance,sponsor,grating,hole_sizenm,slitum,filterperc,delays,date,molform,aperture,beamsplitter,detectordiadetport_in_sphere,sphere_diameter,acquisition_mode,scanner_speed,phase_resolution,phase_correction,zerofilling,wavenumber_accuracy,low_pass_filter,switch_gain_on,mw,contact_info,cas_number,material_quality,laser_light_used,total_acquisition_time_s,data_processing_proceedure,level_of_confidence_in_identification,smoother,density,material_class,plastic_or_not,material_class_specific,max_cor_class,max_cor_val
11,11,-5617,-13027,-5221,-13023,<50,200-300,fiber/filament,brown,,,11,V2.10,e42f6ddbda160f2a9b764f2a3475ce9e,0.848302518,0.7,TRUE,4.518289927,4,TRUE,TRUE,11,1,DiamondPeak_March162022_top_100_1-250011.CSV,CC BY-NC,V2.10,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,835d19fd68715b92d67b390a9a9ef3cb,5.798566739,win cowger and sebastian primpke,ftir,fibre_cotton_us_pima,"polymer, minerals, organic materials",transmission_4_h5_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_us_pima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.815313321
12,12,-5433,-5346,-5082,-5255,400-500,400-500,fragment,brown,,,12,V2.11,8a4f9147aa6a26c329eac8964dcf5f63,0.862437608,0.7,TRUE,4.623816869,4,TRUE,TRUE,1,2,DiamondPeak_March162022_top_100_1-250012.CSV,CC BY-NC,V2.11,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,4fec5b37b7fef5e242a11592b235cf58,4.821292794,win cowger and sebastian primpke,ftir,fibre_turf,"polymer, minerals, organic materials",reflectance_5_a12_1,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_turf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.962091515
13,13,-5416,-17642,-5510,-17749,50-100,50-100,film,translucent,"has some brown coloring, translucent-brown ",,13,V2.12,d17f8cae31a6d96f2869bfb81ce34938,0.791831624,0.7,TRUE,5.244990473,4,TRUE,TRUE,2,2,DiamondPeak_March162022_top_100_1-250013.CSV,CC BY-NC,V2.12,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,5d0574cbf8288a766c03fff060462694,11.48383668,"flopp, de frond et al. 2021",ftir,c11. pink fiber,polymers,c11. pink fiber,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-08,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,13:07:15,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,8/26/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,organic matter,not plastic,,organic matter,0.973158018
14,14,-5338,-19697,-5373,-20433,50-100,50-100,fragment,brown,,,14,V2.13,2faa9a5f391b206b41f4f31fe4e6a94a,0.809839509,0.7,TRUE,4.249474703,4,TRUE,TRUE,3,2,DiamondPeak_March162022_top_100_1-250014.CSV,CC BY-NC,V2.13,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,c1f4da1a4ce58aa9a9560eb788987f6b,6.785500248,kimmel_center,ftir,"fibers agave americana (dvira, israel)","organic materials, minerals, archeology","./fibers agave americana (dvira, israel).dx kimmel",unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/5/2007 13:11,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,organic matter,0.808529704
15,15,-5273,-17615,-5585,-17931,<50,50-100,film,black,translucent-black,,15,V2.14,83e115134bdcd8afb1b87a0b68c913e0,0.713030675,0.7,TRUE,6.141635791,4,TRUE,TRUE,4,2,DiamondPeak_March162022_top_100_1-250015.CSV,CC BY-NC,V2.14,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,558ad5a05d6c3c50cbca20c0f071e1fa,19.88078676,win cowger and sebastian primpke,ftir,gum rosin,"polymer, minerals, organic materials",reflectance_3_h1_3,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,,gum rosin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sigma-aldrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,other material,not plastic,,other material,0.985087158
16,16,-5020,-19640,-4368,-19595,50-100,50-100,fragment,white ,,,16,V2.15,cb63b74d7e95b91b11fe94bc9df7871c,0.852376941,0.7,TRUE,7.258863968,4,TRUE,TRUE,5,2,DiamondPeak_March162022_top_100_1-250016.CSV,CC BY-NC,V2.15,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,f37c7ab7afd3150ef9f16ddf34b3a50c,8.877814481,win cowger and sebastian primpke,ftir,fibre_cocoanut,"polymer, minerals, organic materials",reflectance_5_a2_1,,,,,awi,,,,reflectance,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cocoanut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.986783679
17,17,-4582,-9316,-4578,-9298,100-200,500-600,fragment,brown,,,17,V2.16,ae3c353480ee12f4bccdbe453e53ad35,0.817839444,0.7,TRUE,6.016383966,4,TRUE,TRUE,6,2,DiamondPeak_March162022_top_100_1-250017.CSV,CC BY-NC,V2.16,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,02aa3dfaa21ce5cc1e8adc216996c478,7.115840662,usda,ftir,soil,soil,297998xn03_usda,,,,,,,,,reflection,,,,,,bruker vertex-70 with hts-xt,,,,,,,,,,,,,,,,4 cm-1,cooled detector,"600 to 4000 cm1, applying 32 scans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.989240308
18,18,-4128,-8966,-4211,-8788,<50,900-1000,fiber/filament,translucent,,,18,V2.17,0996486570b4714b8cf48d8705c6dbdf,0.89482755,0.7,TRUE,6.263231036,4,TRUE,TRUE,7,2,DiamondPeak_March162022_top_100_1-250018.CSV,CC BY-NC,V2.17,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,bf03054cd3cca3ec2e526e7ecf386c57,22.4384773,"flopp, de frond et al. 2021",ftir,cotton 11. brown fiber,polymers,cotton 11. brown fiber,nicolet,,,,thermo fisher scientific corporation,,,,transmittance,transmittance,https://doi.org/10.1021/acs.analchem.1c02549,5.01  $$ nicolet v. 970,1.00E-09,1.928548,nicolet in10 mx,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,16:41:19,ratio against background,truncated,elementmultiply or elementdivide,11.18 sec,1,32,1,2,4096,8192,n-b strong;,alk1911898;,,,,,,,,,,2/13/2020,,,,,,,,,mertz;,,,,,,,,,15798.67 cm-1,11.18 sec,,,,,organic matter,not plastic,,organic matter,0.987257859
19,19,-4040,-5105,-3572,-4896,50-100,50-100,fragment,black,,,19,V2.18,06a6e5b7c8af14e53330b890b1d68ff5,0.950154046,0.7,TRUE,33.17893993,4,TRUE,TRUE,8,2,DiamondPeak_March162022_top_100_1-250019.CSV,CC BY-NC,V2.18,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,e42079ae4f031885ccafcca0a7eecdbb,153.2797526,win cowger and sebastian primpke,ftir,ldpe,"polymer, minerals, organic materials",transmission_2_a5_0,,,,,,,,,transmission,,atr has a different material on one side probably.,,,,,black,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,california,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,polyolefins (polyalkenes),plastic,poly(ethylene),polyolefins (polyalkenes),0.981045523
20,20,-3975,-11726,-4223,-11639,50-100,100-200,fragment,white ,,,20,V2.19,5b0dd79fa633a504d5097262ae528e6a,0.746508684,0.7,TRUE,6.337491574,4,TRUE,TRUE,9,2,DiamondPeak_March162022_top_100_1-250020.CSV,CC BY-NC,V2.19,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,fc967e76b915cb9444b8df568e706fbc,487.5064542,kimmel_center,ftir,amber (baltic; a. nissenbaum),"organic materials, minerals, archeology","./amber (baltic, a. nissenbaum).dx kimmel",unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/2/2007 9:13,,,,,,,,,,,,,,,,,,,,,,,,mineral,not plastic,,other material,0.98971893
21,21,-3919,-15842,-4559,-15696,<50,100-200,fiber/filament,brown,,,21,V2.20,20e7623e4a4ef9243806aba7e9cd0133,0.819722786,0.7,TRUE,5.182686236,4,TRUE,TRUE,10,2,DiamondPeak_March162022_top_100_1-250021.CSV,CC BY-NC,V2.20,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,a1e42ad2f0c7739af0bfa1c14f5c9222,343.8588661,kimmel_center,ftir,wood fossil (untreated) cave of letters 3916,"organic materials, minerals, archeology",./wood fossil (untreated) cave of letters 3916.dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/02/2007 18:24:56,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.989279481
22,22,-3752,-7309,-3386,-7431,<50,200-300,fiber/filament,translucent,,,22,V2.21,e42f6ddbda160f2a9b764f2a3475ce9e,0.885678182,0.7,TRUE,4.612139269,4,TRUE,TRUE,11,2,DiamondPeak_March162022_top_100_1-250022.CSV,CC BY-NC,V2.21,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,abd9041655a912a843142168e5427b71,5.798566739,win cowger and sebastian primpke,ftir,fibre_cotton_us_pima,"polymer, minerals, organic materials",transmission_4_h5_2,,,,,awi,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,plant fibre,fibre_cotton_us_pima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faserinstitut bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.815313321
23,23,-3730,-11501,-3044,-11474,50-100,100-200,film,translucent,,,23,V2.22,8b652374b67d0b62bfaf6cce01d1c775,0.851918171,0.7,TRUE,15.07736624,4,TRUE,TRUE,1,3,DiamondPeak_March162022_top_100_1-250023.CSV,CC BY-NC,V2.22,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,1e37feb3764686692a23885282d3000d,10.48965705,win cowger and sebastian primpke,ftir,tomato skin,"polymer, minerals, organic materials",transmission_4_e8_3,,,,,,,,,transmission,,,,,,,,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,organic matter,not plastic,,organic matter,0.965028649
24,24,-3573,-23193,-3357,-22966,50-100,100-200,fragment,brown,,,24,V2.23,20e7623e4a4ef9243806aba7e9cd0133,0.871909606,0.7,TRUE,3.481704196,4,FALSE,FALSE,2,3,DiamondPeak_March162022_top_100_1-250024.CSV,CC BY-NC,V2.23,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,c619ef4206519d1287ffbcc3e310b5d4,343.8588661,kimmel_center,ftir,wood fossil (untreated) cave of letters 3916,"organic materials, minerals, archeology",./wood fossil (untreated) cave of letters 3916.dx kimmel,unknown,,,,unknown,,,,absorbance,absorbance,"absorbance of natural & biogenic material of archeological interest. collected and provided by prof. steven weiner from kimmel center for archaeological science, weizmann institute of science, israel",5.01  $$ datafile exported by spectragryph v.1.2.15,1,-1.92847,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/02/2007 18:24:56,,,,,,,,,,,,,,,,,,,,,,,,other material,not plastic,,other material,0.989279481
25,25,-3453,-7173,-3218,-7054,<50,100-200,fiber/filament,black,translucent-black,,25,V2.24,390c182ac51ce6c905a39ba410f8936b,0.955356662,0.7,TRUE,38.28676336,4,TRUE,TRUE,3,3,DiamondPeak_March162022_top_100_1-250025.CSV,CC BY-NC,V2.24,bd642a3cea4aa3840a4315f2642c3cae/9fb8439a1a35efb2ddfa4e64815c4261,17c0848d1d1c768564a3f4e19f411e79,56.46154256,win cowger and sebastian primpke,ftir,pp,"polymer, minerals, organic materials",transmission_1_e2_0,,,,,,,,,transmission,,,,,,,clear,cowger et al. 'high throughput ftir analysis of macro and microplastics with plate readers' in prep,marinela,cookie wrapper,california,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,polyolefins (polyalkenes),plastic,poly(propylene),polyolefins (polyalkenes),0.975021385
